,Destination_link,Review,Sentiment Score
655,227088,"Tour Guide wasn’t a wealth of information about history of sites. He seemed more interested in his hikes rather we were capable of doing them or not. Most of us were misled by the itinerary. Mostly Sr Citizens on tour could not make the hikes. Wouldn’t...

            Show more",2
671,218944,I am very disappointed with the handling of my booking and their communication,2
674,218944,Too rushed in some places,2
678,165004,"Citypass was late coming through until I chased it and hotel had an issue with the single supplement so tried to charge me again for a room trying to make me refund with Contiki. Spoiled the start of my trip so had to chase Contiki when I just had...

            Show more",2
696,161853,"Most of sandwiche meals was eaten outside in 97 temp and flys. Accommodations mostly were average without A/C. Director communication was bellow average, driver should not be eating while driving. I traveled with this company twice before, this was the...

            Show more",2
697,161853,"Food service was compromised the entire trip due to limited available services due to COVID. lAll accommodations' were very good except for initial night in Las Vegas, terrible hotel. Overall my experience was good not excellent.",2
730,202643,I am very disappointed with the handling of my booking and their communication,2
733,202643,Too rushed in some places,2
753,52225,"We did actually get a tour but the whole thing was beset with problems even before we went. The tour we originally wanted to go on was cancelled by the company (they cancelled all tours beginning that week due to some operational reason, OK fair enough...

            Show more",2
755,52225,"Cosmos only transportation one place to other but did not arrange visiting places neither there was enough time given for our own viewing.Advice of tips was unreasonable.Grand Canyon trip was wasted due to snowing,which could have been rearranged....

            Show more",2
769,51740,"I have traveled with Globus in the past and had a wonderful  time however this trip was a completely different experience. Likely due to some challenges still related to COVID  excursions were canceled, dinners and breakfasts were canceled (we had to...

            Show more",2
815,224708,"I would like to add that the communication between tour radar and us was poor. No notice of change of first night...

            Show more",2
833,82372,"There was not sufficient time given to stopping to view the scenery; the key point of taking the tour for me was to see the colours of the leaves. The itinerary included too many stops to find your lunch, allowing about 15 minutes to look at some shops...

            Show more",2
915,222487,"Disappointed. Did not have a 100% Premium Experience as described.Both Adrian (tour director)& Bob (driver) were great.Sites were beautiful. Excursions Ok.Most Hotels a 4 star except the last 3.  I  have decided to stop my evaluation for public review....

            Show more",2
936,224703,"I would like to add that the communication between tour radar and us was poor. No notice of change of first night...

            Show more",2
947,224787,"I would like to add that the communication between tour radar and us was poor. No notice of change of first night...

            Show more",2
958,124375,"There was much too much time on the road. Much of it over dirt roads. The accommodations were poor to average. Dali was great. The other locations were average & not worth the travel time or the low quality of the accommodations. 

The Guide Batina was...

            Show more",2
