,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
434,In-depth Cultural,7 Days Private Golden Triangle Tour with Mandawa," New Delhi, Agra, Jaipur, Mandawa ", 1 to 90 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",Raj Tour & Travel,7 days,626,139401
435,In-depth Cultural,Incredible India," New Delhi, Agra, Fatehpur Sikri, Ranthambore National Park, Jaipur ", 8 to 95 ,"Family, Private, Group, Fully Guided+1 more",Encounters Travel,9 days,"1,190",24062
436,In-depth Cultural,Rajasthan Desert Safari Tour," Jaipur, Jodhpur, Jaisalmer, Bikaner, Mandawa ", 1 to 90 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Golden Triangle India Tours,8 days,"1,150",166399
437,"Health, Spa & Wellness",Yoga Tour With Taj Mahal," New Delhi, Agra, Rishikesh, Dehradun ", 1 to 75 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,7 days,620,80988
438,In-depth Cultural,Scintillating Ladakh Experience," Leh, Nubra Valley, Pangong Tso Lake ", 18 to 60 ,"Private, Fully Guided",GeTS Holidays,8 days,"1,503",111999
439,Active Adventure,Wonders of North-East with Wildlife in Kaziranga," Guwahati, Kaziranga National Park, Shillong ", 1 to 90 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,8 days,"2,233",88065
440,In-depth Cultural,Andaman and Nicobar Islands Tour," Port Blair, Havelock Island ", 18 to 80 ,"Private, Partially Guided, Historical, Christmas & New Year+2 more",GeTS Holidays,5 days,490,113930
441,In-depth Cultural,Women Special Tour - Golden Triangle Tour with Jodhpur and Udaipur," New Delhi, Agra, Jaipur, Jodhpur, Udaipur ", 1 to 80 ,"Family, Private, Partially Guided, Explorer, Historical, Christmas & New Year+4 more",GeTS Holidays,11 days,"1,493",125419
442,In-depth Cultural,"Maharashtra Tour: Mumbai, Aurangabad and Nashik"," Mumbai, Aurangabad, Nashik ", 1 to 80 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,8 days,"1,135",89182
443,In-depth Cultural,Best of Himachal - 8 Days," New Delhi, Shimla, Manali, Chandigarh ", 1 to 75 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,8 days,607,143374
444,Explorer,Ayurveda - Ultimate Rejuvenation In Kerala," Thiruvananthapuram, Kovalam ", 16 to 80 ,"Family, Health, Spa & Wellness, Private, Partially Guided, Christmas & New Year+4 more",GeTS Holidays,8 days,"2,212",81511
445,In-depth Cultural,Super Saver Golden Triangle Tour with Goa," New Delhi, Agra, Jaipur, Goa ", 1 to 80 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,10 days,"1,111",81077
446,In-depth Cultural,Private Golden Triangle Tour with Tiger Safari," New Delhi, Agra, Ranthambore National Park, Jaipur ", 18 to 90 ,"Private, Partially Guided, Explorer, Historical, Christmas & New Year+3 more",Aalin Tours,7 days,830,166669
447,In-depth Cultural,5 Days Private Golden Triangle Tour - All Inclusive," New Delhi, Agra, Jaipur ", 1 to 90 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",Aalin Tours,5 days,695,176099
448,In-depth Cultural,Golden Triangle with Pushkar Private Tour from Delhi," New Delhi, Agra, Jaipur, Pushkar ", 1 to 99 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Travel Creators Of India,7 days,553,143542
449,In-depth Cultural,Golden Triangle Private Tour India," New Delhi, Agra, Jaipur ", 1 to 99 ,"Family, Private, Group, Partially Guided, Explorer, Christmas & New Year+3 more",Travel Creators Of India,6 days,418,194934
